id,genre,track_name,artist_name,valence,energy
3LkhowDvQ0ky3LQ5L6TLFk,blues,Got My Mojo Working - Live,Muddy Waters,-0.254,0.878
33fdvicpRVPWCPz19Obajn,blues,Back To Black,Amy Winehouse,-0.33,0.45
4BYGxv4rxSNcTgT3DsFB9o,blues,Purple Haze,Jimi Hendrix,-0.132,0.796
1IGLflME1NnQgstViQlOE3,blues,Little Queen Of Spades,Robert Johnson,0.246,-0.726
0h1GQXLDD4TvQ8WrZMe7kB,blues,Cajun Moon,J.J. Cale,0.784,0.262
2MZdrGZdYbO8ycWlpzvIr5,bossanova,Vivo Sonhando - Dreamer,Palmyra & Levita,-0.556,-0.592
5PovGliLqeT8G1wbATO3Qc,bossanova,Tô Voltando,Bossacucanova,0.672,0.632
7rITnIMuwWkF81aOUN3kK4,bossanova,Momento,Bebel Gilberto,-0.404,0.076
5C4mopQkessseIowhZnWlJ,bossanova,Barquinho de Papel (Little Paper Boat),Carlos Lyra,-0.162,-0.796
5DhPzSIi0HHZNJOOwIy3Xn,bossanova,Doce Menestrel,Rosa Passos,-0.624,-0.658
5kqylYxS1amFNM2hCH0EUp,bossanova,Mr Lucky,Laurindo Almeida and The Bossa Nova All Stars,0.902,-0.082
2mmsepkKlQNMNP0r2I5LLI,bossanova,Última Composição,Ale Vanzella,-0.21,0.448
4ppA4CKfqPCh6d5VFjvLMh,bossanova,O Nosso Amor,Joao Gilberto & Astrud Gilberto,0.776,-0.396
34qsj3eFSrApDeLxeZfW2D,bossanova,A Bênção Bahia/Tarde Em Itapoã/Tatamirô/Meu Pai Oxalá/Canto De Oxum/Maria Vai Com As Outras/A Bênção Bahia,Vinícius de Moraes,0.422,0.024
7240PkTnUTQq5nEgyUxeyJ,bossanova,Monologo de Orfeu,Antônio Carlos Jobim,-0.3,-0.602
6hwrxnBXln6pXeMJc6b6Im,brazil,Agua De Beber,Astrud Gilberto,0.63,-0.298
7e1OrZHVcoXkP4hxLjP3oA,brazil,Subirusdoistiozin,Criolo,0.116,0.006
3oVI4L3rUkawtbRo2GsOZh,brazil,Sambinha Bom,Mallu Magalhães,0.158,-0.188
1TX4h6MrIZ0K3r4OOG11WO,brazil,Flor de Lis,Djavan,0.562,0.004
5vdH3ZOmnmvCtLbfNpJBgb,brazil,Depois,Marisa Monte,-0.13,0.128
2kYAcKRS0NIhMJbHjyMEkZ,brazil,Você de Mim Não Sai - Ao Vivo,Luan Santana,0.032,0.834
14zHULg93hiSpMR71IzMs3,brazil,Anna Júlia,Various Artists,-0.102,0.618
0q1hmhVWdR04mZup6mR56u,brazil,Preta Pretinha,Novos Baianos,0.546,0.122
0wmtEwRmA8l3jndpf8zARo,brazil,Máscara,Pitty,-0.162,0.39
4Z8zmUkhtz6pCLuWEUFx4J,brazil,Tempos modernos - Remasterizado em 2001,Lulu Santos,0.536,-0.09
0eQwLLutkGb8G9BvutEOrb,breakbeat,Narayan,The Prodigy,-0.924,0.852
5NE76zgyrBhV6W454cD2dE,breakbeat,Turner Road,Various Artists,-0.234,0.756
2s740v5LKLYFWcomTSn0Rj,breakbeat,I've Been Watching You,Southside Movement,0.652,0.406
2ki1y7wv2KzN92DXxdUOO5,breakbeat,Against The Grain - Continuous Mix,Krafty Kuts,0.002,0.894
7Eqt1Wdrs3luRdOFnTSElY,breakbeat,Out of My Head - Original Mix,Stanton Warriors,-0.362,0.462
5MomjGgGkxqYwyX7cRq8TC,breakbeat,Tilt,Plump DJs,-0.256,0.64
0JaqIqqFzNkQFoCJTFrakV,breakbeat,Feel Real Good,Various Artists,0.108,0.79
2U5dKDtmXiZUUJAtZcHk8B,breakbeat,"Get Me Back on Time, Engine Number 9 (Pt. 1 & Pt. 2)",Wilson Pickett,0.266,0.818
6MZAfPueIvw0a86iHQOCFw,breakbeat,The Outsider,Lack Of Afro,-0.08,0.672
0vu1RK6IMlhqOUDB2D3cdc,breakbeat,Trip To The Moon Pt.2,Acen,0.078,0.802
6MFsT6EQiCoYDuXsIqIdUn,british,Tired,Adele,0.104,0.326
3PbsDnKdrZY0ttX7VE9s5R,british,Underdog,Kasabian,0.31,0.79
5v4sZRuvWDcisoOk1PFv6T,british,Bloodstream,Ed Sheeran,0.086,-0.368
3MxJGBnYaP4yQYUv90HLqZ,british,Moments,One Direction,-0.494,0.478
0UYgsX2MLPKcnNHnAMIhrF,british,Littlest Things,Various Artists,0.138,-0.328
1yrNoXJopuBtsL5Vj62ESi,british,Englishman In New York,Sting,0.262,-0.05
6EuArluBSbxlFs4vtQ3cYR,british,Primadonna,MARINA,-0.146,0.378
3n2ujlr3mCscnFFpepXAIy,british,She's Electric,Oasis,-0.086,0.826
1oPg2EYKf2hbS7aDyE8j3S,british,The Riverboat Song,Ocean Colour Scene,0.216,0.724
3ex1wHTtyUV4GyIy80k9AY,british,Nights In White Satin,Various Artists,-0.72,-0.23
5yLMkyyg1XbhrQsVLgrcKH,cantopop,每一句說話,Tai Chi,-0.374,-0.404
4VGHWIvku8k4yvhDrQ0FGg,cantopop,Ai De Tai Chi,Leo Ku,-0.256,-0.232
1d50d5tUunZB0VlcQVU7Kd,cantopop,天下之大,Andy Hui,-0.07,-0.18
3LhkhK9MFRc1AnksZYguv0,cantopop,男人要小心,洪杰,0.726,0.34
423hxMWEkp9pdt3VuJs7d7,cantopop,南方舞廳,周耀輝,0.262,0.256
2SLwPaJTN6B6zwcIwsuQAK,cantopop,燕尾蝶,Shine,-0.166,-0.018
2z49XjWLYUEhKVxD2jFrkB,cantopop,"司機(電影""下一站天后""歌曲)",Shawn Yue,-0.508,0.098
6FQIfz8VMFrssf1o9QnOeB,cantopop,重投再愛,Alan Tam,-0.52,-0.328
1DK1b9YqrHMo4wzgLXKcMA,cantopop,思念是一種病(國),Robynn & Kendy,0.122,-0.384
63iE5H1MnytvD1W3Ic7Pme,cantopop,東京鐵塔下GULUGULU (粵),有耳非文,-0.148,-0.114
6BxCZuxeJGwqAcLH2QgLKi,chicago-house,"Renegades Of Funk - 12"" Vocal Version",Afrika Bambaataa,0.68,0.824
5UHYEKxprdLPM5NCEGOJVU,chicago-house,Free (Mood II Swing Radio Mix),Various Artists,0.012,0.716
501oHLxlJSpwJQPLz7Ba85,chicago-house,My Piano - Original 1990 Mix,Heyl,0.196,0.714
5ofAECqxt908DICsblfN47,chicago-house,"Don't Think Twice, It's All Right - live at Opera House, Chicago",Pete Seeger & Arlo Guthrie,0.014,-0.328
5T42BKBpIOkt2YnqKA0hC6,chicago-house,A Path - Original Mix,Various Artists,0.618,-0.1
69OXSx58gJfQiNhlX38Bzg,chicago-house,Woman,Dam Swindle,-0.024,0.594
7hnqJYCKZFW7vMoykaraZG,chicago-house,French Kiss - The Original Underground Mix,Various Artists,0.128,0.01
5Fm1I0XoPmyyQ5GB370e9W,chicago-house,Autodrive,Herbie Hancock,0.226,0.594
5MuNxNox3zTanAFIO5KcTl,chicago-house,He's the Greatest Dancer,Various Artists,0.674,0.63
4SmiFk4zGbPVf0vvoSDvuG,chicago-house,Too Blind to See It,Kym Sims,0.396,0.17
1BLTUwLUW81KETgtodtFX3,children,Veggie Tales Theme Song,VeggieTales,0.562,-0.378
1uXbwHHfgsXcUKfSZw5ZJ0,children,Run the World (Girls),Beyoncé,0.52,0.798
5jaz6aiRknA63NIYWdbr2O,children,We R Who We R,Kesha,0.426,0.636
3LCS3m0N3rHiomapk8VQ5a,children,We No Speak Americano - Original,Various Artists,-0.052,0.386
2GzFejme2HJKiH4mAYag14,children,Kinderen voor kinderen Tune,Kinderen voor Kinderen,-0.414,0.614
2aguSiD8qwSjjRWLsW9qaF,children,Nonagon,They Might Be Giants (For Kids),0.904,0.604
6MvTH94jL3GxlVFO5Ssk1L,children,Papaoutai,Stromae,-0.476,0.65
06IWtDiU8D6DK8vSU072pa,children,"Pink Elephants on Parade - From ""Dumbo"" / Soundtrack Version",Various Artists,0.032,-0.13
6tXjP6xgPJ7Xr1igrO6bOE,children,Don't Stop The Music,Rihanna,0.084,0.338
4zak4HU6v0liACmOp1OZnQ,children,Rubber Duckie,Sesame Street,0.496,0.042
0Qw7qGuXlVBZLcfoQ17yZn,chill,Old Pine,Ben Howard,-0.548,-0.284
3bidbhpOYeV4knp8AIu8Xn,chill,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.694,0.844
2GAIycsMaDVtMtdvxzR2xI,chill,Bohemian Rhapsody - Remastered 2011,Queen,-0.544,-0.196
4eHbdreAnSOrDDsFfc4Fpm,chill,I Will Always Love You,Whitney Houston,-0.78,-0.572
53Pgsvu3qSYO2aXt5J2vcL,chill,Lego House,Ed Sheeran,0.13,0.274
35aNHKBZWXXbL9KQK7O5Nk,chill,Hurricane,MS MR,-0.476,0.36
2374M0fQpWi3dLnB54qaLX,chill,Africa,TOTO,0.464,-0.254
5cwN1htZyoWqZCc33f3RfE,chill,The High Road,Broken Bells,0.206,0.276
2FiceoWDJ67rrmb5tGBpgE,chill,Ghost,Ella Henderson,-0.028,0.672
1mBCmEfsVz5Wm77dJcxcYH,classical,"Capriccio Espagnol, Op. 34: I. Alborada",Nikolai Rimsky-Korsakov,-0.704,-0.432
7nTwlmrw5dRthSvSTmCsKa,classical,"Isorhythmic Motets: Apostolo glorioso - Cum tua doctrina - Andreas, Christi famulus",Guillaume Dufay,-0.784,-0.766
1Z43fZwZBbyx2Z9EkWvNs5,classical,"Sonata for 2 Pianos in D Major, K.448/375a: I. Allegro con spirito",Wolfgang Amadeus Mozart,-0.168,-0.8782
4sS6WUtvjFWLui3Jj8C6zl,classical,Indiana Jones and the Temple of Doom - Raiders of the Lost Ark,London Symphony Orchestra,-0.394,-0.508
3E07N0x6xVbt6LOtOeJOtb,classical,"Clarinet Quintet in B Minor, Op. 115: Clarinet Quintet in B Minor, Op. 115: II. Adagio",Johannes Brahms,-0.9272,-0.9686
2r2hR9gGMdusndlRzhM0cc,classical,Colonial Song,Percy Grainger,-0.911,-0.8676
6eiERZXZqMNYk7RjqR9Ucd,classical,Sonate pour clarinette et piano H.42: II. Lent et soutenu,Alexandre Tharaud,-0.9284,-0.99368
1bzFjrI7CYXDcyEYY2iT7M,classical,"Piano Concerto in F-Sharp Minor, Op. 20: I. Allegro",Alexander Scriabin,-0.9204,-0.893
77Z7XS4SNSN7EZve9nkPGP,classical,Atlantico,Roberto Cacciapaglia,-0.684,-0.502
2HWN6akIsAITcBZNvKA94M,classical,Dream Waltzes: DreamWaltzes,Singapore Symphony Orchestra,-0.9282,-0.9448
0nejfXN5tjdICWIdfakXWx,club,Lionhearted,Porter Robinson,-0.302,0.48
0lqNstW27BvhHXn6sqyQhX,club,What Is Love,Various Artists,0.482,0.54
0wLqXnCLseMice1Hwq6yLz,club,Si No Te Quisiera,Juan Magán,0.548,0.738
6OGRM4MAOlyOdhHuX0OJ6P,club,A New Error,Moderat,-0.792,-0.078
0wYVNC09iLBVIqHB07Hckt,club,Ecstasy,ATB,0.814,0.756
6BivCuyKJtgLa9ooFsvUoZ,club,Flicker,Porter Robinson,0.094,0.426
3lZ6Oa8g1f9S05eFOt26E9,club,Barbra Streisand,Duck Sauce,-0.188,0.854
6kzLbNxsJidjc80Nw3uZVg,club,minipops 67 [120.2][source field mix],Aphex Twin,-0.748,0.66
5y1jZxXIpECpclpbA76zVm,club,Party Rock Anthem,LMFAO,-0.296,0.472
3DDxYAT7Nuj0tfkHICWYi3,club,Crying for No Reason,Katy B,-0.558,0.424
18yHxT4ZwGg6401pwwzAhJ,comedy,Googlephonics,Steve Martin,-0.724,0.452
2cv00jzOvrS8zXcXzGEGQu,comedy,Technology,Jeffrey Ross,-0.77,0.314
1ICf1jSEy2OaQEXFj1H5Lt,comedy,Hot Travel Tips,Todd Barry,-0.358,0.764
3QI9MKWG4APu2FyMoLerqo,comedy,King of the Night Time World,Kyle Kinane,-0.52,0.888
0YCpg6u2eo2FmIsqYmLTNl,comedy,Open Water,Ralphie May,-0.504,0.326
1cG9lukF0NNXTmcYJLmTS7,comedy,Pissed Off,Dane Cook,0.188,0.92
0ccVVZqPGcLThFL0NvfC0l,comedy,The Hierarchy Of Cookies,Gary Gulman,-0.014,0.756
6VLU6P4EQOoHc1Ww4Ca7cf,comedy,My Sister,Maria Bamford,0.43,0.362
0DBSA80o5OUsKMosiIL4Bg,comedy,Stupid In School - Live,Brian Regan,-0.426,0.036
4Z2uDO3EM6xHYvxslOddg6,comedy,Swedes,Amy Schumer,-0.298,0.902
7uPReljrrTaqzDCcx4JHmi,country,What Kinda Gone,Chris Cagle,0.336,0.722
73WWkaWkIRSP3MYGZ14aY4,country,More Girls Like You,Kip Moore,0.424,0.492
34SQ0QfLSR316d8KL2zkuZ,country,With You I Am,Cody Johnson,-0.224,0.32
5kCsIDXG306DriJZ2gViLt,country,Outlaw Women,"Hank Williams, Jr.",-0.592,-0.704
6nqvInlnaMzEzaw4s0zbee,country,Doin' Fine,Lauren Alaina,-0.088,0.504
2zye2YstssP0sUw0uRk6N3,country,Tailgate,RaeLynn,0.5,0.51
6FHXJu99aQAUnivEjPhuUR,country,I Cross My Heart - Pure Country Soundtrack Version,George Strait,-0.432,-0.116
3lZ3lSCRA5iaRdyzsx2t8Z,country,Summer Love,Ryan Upchurch,0.216,0.446
1mJ05BN0So26a14iib85aI,country,All I Want To Do,Sugarland,0.518,0.45
7kWeSMXLxUHHOkFxsS0vhP,country,Some Beach,Blake Shelton,0.928,0.53
2RpKh7kXSdO8NLrW9VQ46p,dance,Take Ü There (feat. Kiesza),Jack Ü,-0.764,0.758
5At2yOSUxWfMCuYvQOrvK4,dance,Musique - Original Mix,Purple Disco Machine,0.552,0.598
7zqfhCp6lB3hrKSrByoYjQ,dance,Runnin - Original Mix,Bollocks,0.266,0.46
1gihuPhrLraKYrJMAEONyc,dance,Feel So Close - Radio Edit,Calvin Harris,0.838,0.848
2Y3cUWZGxZW6iJ0Mq5CnfR,dance,Bax,Mosca,0.6,0.466
33ljHroCaIReVg7NTYEh4z,dance,Elouisa,The Swiss,0.534,0.646
15uFqHGAOvaGCqikvgiW6w,dance,Sleepless - Radio Edit,CAZZETTE,0.06,0.27
4QqlfK1yqd8A4hykzkqSIA,dance,Scud Books,Hudson Mohawke,0.1,0.016
7FT73l2HtoNb8jBtNMkx2h,dance,Chasing Ghosts - Radio Edit,Alex Preston,-0.25,0.58
04coyVwlPNfsK0icWUd1Lf,dance,We Don't Stop,Kaskade,0.132,0.65
1ts1zPbYEXIM97Kc83rby0,dancehall,Jah No Partial - feat. Flux Pavilion,Major Lazer,-0.248,0.964
3M4KIpQaBlBqKVAQG9IrSj,dancehall,What Will It Take,Various Artists,-0.006,-0.114
0LD41XeJmVnxrW4l8VV62g,dancehall,Whine,Various Artists,0.242,0.168
7zlIvDXAIn15WQoUiiAze7,dancehall,Money To Burn,Various Artists,0.896,0.25
5m3j8uwr46WzPrTNF3BfkS,dancehall,Up,Various Artists,0.796,0.184
5Zyao8ZBImKcqQDvSdMQcp,dancehall,Shake,Konshens,0.84,0.672
3Yf8sVkFXThHDtkqtSNbpZ,dancehall,Kukere,Iyanya,0.93,0.706
3Rlz0Bi9oDkA0gQr97JkRI,dancehall,Get Gal Anywhere,Vybz Kartel,0.736,0.7
7aZXSJCy1mrco0LIbAFxhQ,dancehall,Goodas,Various Artists,0.612,0.146
2zhQYE4dNZ2hsHKWwQChxh,dancehall,She Cant Wait,DJ Mums,0.872,0.776
1hMwDL1nsMRkn1WucDim7p,death-metal,Conquered By Sodom,Deicide,-0.65,0.914
1KFbAxV9AHHrq3UwVVovuZ,death-metal,Supreme Humanism Of Megalomania,Nile,-0.7,0.836
5IjTGUgCEUDw8t6wIVbmrg,death-metal,Needled 24 / 7,Children Of Bodom,-0.07,0.852
3y4rNRsujrYhAaVTyJ0DMd,death-metal,Never Say My Name,Vader,-0.844,0.958
5GdYxhRkVCIwRyZoVKjrvX,death-metal,Sinners Bleed,Entombed,-0.658,0.888
13ORo6nuNhNLniacmJVocI,death-metal,The Truth Above,Deicide,-0.8416,0.936
3azjJtSvvNniFZEjMZnRPb,death-metal,Nihility (Anti-Human Manifesto),Decapitated,-0.758,0.978
6jCQ5sTAAHiuPt5GTvTbaI,death-metal,Libation Unto the Shades Who Lurk In the Shadows of the Temple of Anhur,Nile,-0.9216,-0.817
66QwmGPVzRZRroovq8VpdG,death-metal,Torn To Pieces,Death,-0.296,0.78
1soUWkbzhyu69sPLlcsZbL,death-metal,At What Expense?,Dying Fetus,-0.254,0.72
0S2Po78nX3FMR8IqsfVD6d,deep-house,The Most Dangerous Game,Pleasurekraft,0.592,0.818
7uc3K1uyeBOSBJm6LuoI0Y,deep-house,Let's Go Back (feat. Romanthony) - Solomun Remix,Kraak & Smaak,0.224,-0.074
7hrDA2n8BVGLyHra0rBiFd,deep-house,Younger - Kygo Remix,Seinabo Sey,0.29,-0.022
1ftxcGZY7JCP3mS5gVDtg8,deep-house,November Rain - Mario Basanov Remix,Matthias Meyer,0.45,0.856
4whruKKZSufMiyIycmp63y,deep-house,People Say - Nic Fanciulli Remix,Paolo Rocco,0.294,0.976
6a9MKm9Q03tVUjj0AeeqCx,deep-house,You Are My Summer (feat. Coleman Hell & Jayme),La+ch,-0.252,0.124
7GB6SYthRqQmFk8gU36J1T,deep-house,Jeepah,Westpark Unit,-0.198,0.882
5ALIJpJJHjy2rO6SWK26Ea,deep-house,New Hateration - MK Remix,Louie Fresco,0.93,0.134
2Z5E6zwhYhjnpEB1LnoNSj,deep-house,Subtil,Joris Delacroix,-0.356,0.374
1LwEXbnlwHkEm7rVJF8Sp9,deep-house,Nightingale - Gorgon City Remix,Clean Bandit,-0.24,0.626
0Tm8fZFRQxPrRlxRASfWaR,detroit-techno,Follow Your Heart,Inner City,0.21,0.736
5rExSHe2iwMT7gbyEaKEQI,detroit-techno,Ghana,The Detroit Escalator Co.,-0.452,-0.41
4ZKpnuAkhPB2HDcZ0UbD2G,detroit-techno,Spin,Juan Atkins,-0.318,0.08
15cisbnZrowZBhJBdKugk6,detroit-techno,The Setup,Moodymann,-0.272,0.274
1JSkmlzKf7nmdMA2i6HeTJ,detroit-techno,R-9,Cybotron,0.28,0.74
1oBgxTQOknTnmdnawCgSMB,detroit-techno,EDLX Tool - Chris Liebing Edit,Various Artists,-0.9372,0.214
7ExPnkBynC04G5isQJCojV,detroit-techno,Infinite Density (Edit),Arpanet,-0.558,0.836
6vdtNDtjhtma9d8FU2w23A,detroit-techno,"Here, There & Nowhere",Anthony Shakir,-0.664,0.096
4UrL3nGq4CThA3p46viMHV,detroit-techno,Ovokx,Plastikman,-0.9636,0.958
